suburb,postcode,lga,crime_totalIncidents,crime_year,crimeLga_ratePer100k,crimeLga_crimeScore,rent_region,rent_period,rent_1brFlat,rent_2brFlat,rent_3brFlat,rent_2brHouse,rent_3brHouse,rent_4brHouse,rent_all,rent_1brFlat_score,rent_2brFlat_score,rent_3brFlat_score,rent_2brHouse_score,rent_3brHouse_score,rent_4brHouse_score,rent_all_score,meanMedianHousePrice,meanMedianUnitPrice,housePriceScore,unitPriceScore
Dromana,3936,Mornington Peninsula,628,2025,5236.7,0.2024,Mornington Peninsula,2025-09-30,393,478,600,490,570,745,595,-1.0,-1.44,-0.9048,-1.1429,-0.9,-0.5526,-0.1,990000.0,799400.0,-0.0466,1.4401
Eaglemont,3084,Banyule,171,2025,6137.2,-1.0,,,,,,,,,,,,,,,,,2475100.0,1157760.0,3.0,3.0
East Melbourne,3002,Melbourne,1030,2025,17671.9,-3.0,Inner Melbourne,2025-09-30,520,690,1175,875,1100,,650,1.7021,2.8,3.0,3.0,3.0,,1.0,2860400.0,761800.0,3.0,1.0989
East Warburton,3799,Yarra Ranges,32,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,591500.0,,-1.4569,
Eden Park,3757,Whittlesea,20,2025,5327.2,0.0816,,,,,,,,,,,,,,,,,,,,
Edithvale,3196,Kingston,170,2025,5702.9,-0.4201,,,,,,,,,,,,,,,,,1315040.0,831000.0,1.1038,1.7269
Elsternwick,3185,Glen Eira,617,2025,3838.9,2.0689,Southern Melbourne,2025-09-30,440,600,800,718,900,1150,600,0.0,1.0,1.0,2.1143,2.4,1.5789,0.0,2027400.0,706900.0,3.0,0.6007
Eltham,3095,Nillumbik,645,2025,2567.5,3.0,North Eastern Melbourne,2025-09-30,360,500,620,500,650,813,640,-1.7021,-1.0,-0.7143,-1.0,-0.1,-0.1947,0.8,1209200.0,786160.0,0.7292,1.32
Eltham North,3095,Nillumbik,79,2025,2567.5,3.0,,,,,,,,,,,,,,,,,1277400.0,,0.9706,
Elwood,3184,Port Phillip,847,2025,11004.1,-3.0,Inner Melbourne,2025-09-30,450,608,875,795,1095,1500,595,0.2128,1.16,1.7143,3.0,3.0,3.0,-0.1,2187500.0,639400.0,3.0,-0.0118
Emerald,3782,Cardinia,161,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,911500.0,,-0.3244,
Endeavour Hills,3802,Casey,1116,2025,5486.1,-0.1306,South Eastern Melbourne,2025-09-30,350,468,550,475,530,630,530,-1.9149,-1.64,-1.381,-1.3571,-1.3,-1.1579,-1.4,808800.0,663200.0,-0.6879,0.2042
Epping,3076,Whittlesea,3353,2025,5327.2,0.0816,North Eastern Melbourne,2025-09-30,400,450,520,480,530,600,530,-0.8511,-2.0,-1.6667,-1.2857,-1.3,-1.3158,-1.4,682000.0,508500.0,-1.1366,-1.1996
Essendon,3040,Moonee Valley,1166,2025,6245.9,-1.1451,North Western Melbourne,2025-09-30,430,510,650,550,650,895,550,-0.2128,-0.8,-0.4286,-0.2857,-0.1,0.2368,-1.0,1690000.0,554500.0,2.4308,-0.7822
Essendon Fields,3041,Moonee Valley,274,2025,6245.9,-1.1451,,,,,,,,,,,,,,,,,,,,
Essendon North,3041,Moonee Valley,206,2025,6245.9,-1.1451,,,,,,,,,,,,,,,,,1263600.0,394300.0,0.9217,-2.2359
Essendon West,3040,Moonee Valley,55,2025,6245.9,-1.1451,,,,,,,,,,,,,,,,,1658260.0,818500.0,2.3184,1.6134
Eumemmerring,3177,Casey,297,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,676300.0,587000.0,-1.1568,-0.4873
Exford,3338,Melton,26,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,,,,
Eynesbury,3338,Wyndham,282,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,731200.0,,-0.9625,
Fairfield,3078,Darebin,524,2025,8504.0,-3.0,North Eastern Melbourne,2025-09-30,400,575,815,650,850,1113,550,-0.8511,0.5,1.1429,1.1429,1.9,1.3842,-1.0,1683400.0,581900.0,2.4074,-0.5336
Fawkner,3060,Merri-bek,827,2025,6119.2,-0.976,North Western Melbourne,2025-09-30,385,490,600,500,551,660,530,-1.1702,-1.2,-0.9048,-1.0,-1.09,-1.0,-1.4,786600.0,568200.0,-0.7664,-0.6579
Fernshaw,3778,Yarra Ranges,,,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Ferntree Gully,3156,Knox,1245,2025,4872.9,0.6882,Outer Eastern Melbourne,2025-09-30,,520,580,518,600,720,600,,-0.6,-1.0952,-0.7429,-0.6,-0.6842,0.0,884640.0,681460.0,-0.4195,0.3699
Ferny Creek,3786,Yarra Ranges,22,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,992400.0,,-0.0381,
Fieldstone,3024,Melton,,,5388.3,-0.0,,,,,,,,,,,,,,,,,,,,
Fingal,3939,Mornington Peninsula,29,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,1657500.0,,2.3158,
Fitzroy,3065,Yarra,2417,2025,12460.7,-3.0,Inner Melbourne,2025-09-30,528,750,1175,848,1100,,700,1.8723,3.0,3.0,3.0,3.0,,2.0,1742760.0,795800.0,2.6175,1.4074
Fitzroy North,3068,Yarra,1064,2025,12460.7,-3.0,Inner Melbourne,2025-09-30,500,690,1050,740,998,1295,725,1.2766,2.8,3.0,2.4286,3.0,2.3421,2.5,1543100.0,674900.0,1.9109,0.3103
Flemington,3031,Moonee Valley,1324,2025,6245.9,-1.1451,Inner Melbourne,2025-09-30,470,560,850,620,760,945,570,0.6383,0.2,1.4762,0.7143,1.0,0.5,-0.6,1082160.0,410960.0,0.2796,-2.0848
Flinders,3929,Mornington Peninsula,46,2025,5236.7,0.2024,Mornington Peninsula,2025-09-30,360,470,550,498,595,750,580,-1.7021,-1.6,-1.381,-1.0286,-0.65,-0.5263,-0.4,2623200.0,,3.0,
Footscray,3011,Maribyrnong,3617,2025,10545.5,-3.0,Outer Western Melbourne,2025-09-30,450,560,698,573,640,750,525,0.2128,0.2,0.0286,0.0429,-0.2,-0.5263,-1.5,946500.0,490000.0,-0.2005,-1.3675
Forest Hill,3131,Whitehorse,776,2025,5032.8,0.4747,Inner Eastern Melbourne,2025-09-30,530,578,650,540,630,750,650,1.9149,0.56,-0.4286,-0.4286,-0.3,-0.5263,1.0,1206120.0,784860.0,0.7183,1.3082
Frankston,3199,Frankston,6816,2025,8866.5,-3.0,Mornington Peninsula,2025-09-30,350,475,560,490,570,670,550,-1.9149,-1.5,-1.2857,-1.1429,-0.9,-0.9474,-1.0,757500.0,542500.0,-0.8694,-0.8911
Frankston North,3200,Frankston,518,2025,8866.5,-3.0,,,,,,,,,,,,,,,,,617820.0,574400.0,-1.3637,-0.6016
Frankston South,3199,Frankston,597,2025,8866.5,-3.0,,,,,,,,,,,,,,,,,1169500.0,735100.0,0.5887,0.8566
Fraser Rise,3336,Melton,574,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,699100.0,,-1.0761,
Gardenvale,3185,Glen Eira,63,2025,3838.9,2.0689,,,,,,,,,,,,,,,,,1892960.0,796760.0,3.0,1.4162
Garfield,3814,Cardinia,63,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,780000.0,,-0.7898,
Garfield North,3814,Cardinia,10,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Gembrook,3783,Cardinia,80,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,914920.0,,-0.3123,
Gilderoy,3797,Yarra Ranges,,,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Gladstone Park,3043,Hume,424,2025,6346.4,-1.2793,North Western Melbourne,2025-09-30,,450,553,500,530,620,530,,-2.0,-1.3524,-1.0,-1.3,-1.2105,-1.4,745900.0,,-0.9105,
Gladysdale,3797,Yarra Ranges,9,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Glen Huntly,3163,Glen Eira,296,2025,3838.9,2.0689,,,,,,,,,,,,,,,,,1649100.0,622960.0,2.286,-0.161
Glen Iris,3146,Stonnington,975,2025,9532.0,-3.0,Inner Eastern Melbourne,2025-09-30,440,600,815,660,838,1195,650,0.0,1.0,1.1429,1.2857,1.78,1.8158,1.0,2375000.0,711500.0,3.0,0.6425
Glen Waverley,3150,Monash,2052,2025,5566.4,-0.2378,Inner Eastern Melbourne,2025-09-30,550,640,660,590,640,780,695,2.3404,1.8,-0.3333,0.2857,-0.2,-0.3684,1.9,1658480.0,871860.0,2.3192,2.0976
Glenroy,3046,Merri-bek,1589,2025,6119.2,-0.976,North Western Melbourne,2025-09-30,385,490,600,500,551,660,530,-1.1702,-1.2,-0.9048,-1.0,-1.09,-1.0,-1.4,830460.0,589060.0,-0.6112,-0.4686
Gowanbrae,3043,Merri-bek,48,2025,6119.2,-0.976,,,,,,,,,,,,,,,,,1018500.0,711400.0,0.0543,0.6416
Grangefields,3335,Melton,413,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,,,,
Greensborough,3088,Nillumbik,1121,2025,2567.5,3.0,North Eastern Melbourne,2025-09-30,420,490,580,500,570,600,560,-0.4255,-1.2,-1.0952,-1.0,-0.9,-1.3158,-0.8,1024060.0,729160.0,0.074,0.8027
Greenvale,3059,Hume,742,2025,6346.4,-1.2793,,,,,,,,,,,,,,,,,865300.0,613600.0,-0.4879,-0.2459
Gruyere,3770,Yarra Ranges,34,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Guys Hill,3807,Cardinia,5,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
HMAS Cerberus,3920,Mornington Peninsula,6,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,,,,
Hadfield,3046,Merri-bek,459,2025,6119.2,-0.976,,,,,,,,,,,,,,,,,851300.0,601560.0,-0.5374,-0.3552
Hallam,3803,Casey,1220,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,753000.0,551700.0,-0.8853,-0.8076
Hampton,3188,Bayside,636,2025,4053.5,1.7823,Southern Melbourne,2025-09-30,480,650,900,650,895,1295,750,0.8511,2.0,1.9524,1.1429,2.35,2.3421,3.0,2392000.0,934100.0,3.0,2.6624
Hampton East,3188,Bayside,342,2025,4053.5,1.7823,,,,,,,,,,,,,,,,,1471400.0,1000660.0,1.6571,3.0
Hampton Park,3976,Casey,1272,2025,5486.1,-0.1306,South Eastern Melbourne,2025-09-30,323,470,545,475,550,640,560,-2.4894,-1.6,-1.4286,-1.3571,-1.1,-1.1053,-0.8,670600.0,565680.0,-1.177,-0.6808
Harkaway,3806,Casey,20,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,,,,
Harkness,3337,Melton,444,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,566100.0,409260.0,-1.5468,-2.1002
Hastings,3915,Mornington Peninsula,1296,2025,5236.7,0.2024,Mornington Peninsula,2025-09-30,360,470,550,498,595,750,580,-1.7021,-1.6,-1.381,-1.0286,-0.65,-0.5263,-0.4,684500.0,546000.0,-1.1278,-0.8593
Hawthorn,3122,Boroondara,1593,2025,4447.7,1.256,Inner Eastern Melbourne,2025-09-30,450,600,850,710,950,1500,550,0.2128,1.0,1.4762,2.0,2.9,3.0,-1.0,2937500.0,572900.0,3.0,-0.6152
Hawthorn East,3123,Boroondara,867,2025,4447.7,1.256,Inner Eastern Melbourne,2025-09-30,490,610,890,698,898,1300,595,1.0638,1.2,1.8571,1.8286,2.38,2.3684,-0.1,2712300.0,614560.0,3.0,-0.2372
Healesville,3777,Yarra Ranges,325,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,782300.0,613000.0,-0.7816,-0.2514
Heath Hill,3981,Cardinia,3,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Heatherton,3202,Kingston,166,2025,5702.9,-0.4201,,,,,,,,,,,,,,,,,1140000.0,,0.4843,
Heathmont,3135,Maroondah,295,2025,5643.1,-0.3402,,,,,,,,,,,,,,,,,1061100.0,809300.0,0.2051,1.5299
Heidelberg,3084,Banyule,1675,2025,6137.2,-1.0,North Eastern Melbourne,2025-09-30,450,530,650,510,600,795,565,0.2128,-0.4,-0.4286,-0.8571,-0.6,-0.2895,-0.7,1279300.0,640700.0,0.9773,0.0
Heidelberg Heights,3081,Banyule,658,2025,6137.2,-1.0,,,,,,,,,,,,,,,,,945200.0,728000.0,-0.2051,0.7922
Heidelberg West,3081,Banyule,999,2025,6137.2,-1.0,North Eastern Melbourne,2025-09-30,450,530,650,510,600,795,565,0.2128,-0.4,-0.4286,-0.8571,-0.6,-0.2895,-0.7,790000.0,647000.0,-0.7544,0.0572
Highett,3190,Kingston,835,2025,5702.9,-0.4201,,,,,,,,,,,,,,,,,1507200.0,664720.0,1.7838,0.218
Hillside,3037,Melton,393,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,,,,
Hoddles Creek,3139,Yarra Ranges,23,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Hoppers Crossing,3029,Wyndham,3095,2025,5389.9,-0.0021,Outer Western Melbourne,2025-09-30,350,405,450,420,460,525,490,-1.9149,-2.9,-2.3333,-2.1429,-2.0,-1.7105,-2.2,628200.0,445200.0,-1.327,-1.774
Hughesdale,3166,Monash,380,2025,5566.4,-0.2378,Southern Melbourne,2025-09-30,405,570,750,590,730,1050,580,-0.7447,0.4,0.5238,0.2857,0.7,1.0526,-0.4,1395200.0,671200.0,1.3875,0.2768
Humevale,3757,Whittlesea,8,2025,5327.2,0.0816,,,,,,,,,,,,,,,,,,,,
Huntingdale,3166,Monash,146,2025,5566.4,-0.2378,,,,,,,,,,,,,,,,,1229500.0,650000.0,0.801,0.0844
Hurstbridge,3099,Nillumbik,74,2025,2567.5,3.0,North Eastern Melbourne,2025-09-30,420,490,580,500,570,600,560,-0.4255,-1.2,-1.0952,-1.0,-0.9,-1.3158,-0.8,953040.0,,-0.1774,
Iona,3815,Cardinia,5,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Ivanhoe,3079,Banyule,1098,2025,6137.2,-1.0,North Eastern Melbourne,2025-09-30,490,600,750,600,750,1000,600,1.0638,1.0,0.5238,0.4286,0.9,0.7895,0.0,1938500.0,708400.0,3.0,0.6143
Ivanhoe East,3079,Banyule,156,2025,6137.2,-1.0,North Eastern Melbourne,2025-09-30,490,600,750,600,750,1000,600,1.0638,1.0,0.5238,0.4286,0.9,0.7895,0.0,2497000.0,1069260.0,3.0,3.0
Jacana,3047,Hume,156,2025,6346.4,-1.2793,,,,,,,,,,,,,,,,,608700.0,511040.0,-1.396,-1.1766
Junction Village,3977,Casey,62,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,692000.0,,-1.1012,
Kalkallo,3064,Hume,450,2025,6346.4,-1.2793,,,,,,,,,,,,,,,,,637400.0,,-1.2945,
Kallista,3791,Yarra Ranges,22,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,858500.0,,-0.512,
Kalorama,3766,Yarra Ranges,24,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,936860.0,,-0.2346,
Kangaroo Ground,3097,Nillumbik,31,2025,2567.5,3.0,,,,,,,,,,,,,,,,,,,,
Kealba,3021,Brimbank,210,2025,7366.8,-2.6419,,,,,,,,,,,,,,,,,708660.0,,-1.0423,
Keilor,3036,Brimbank,197,2025,7366.8,-2.6419,North Western Melbourne,2025-09-30,,,,,630,730,650,,,,,-0.3,-0.6316,1.0,1134900.0,740560.0,0.4662,0.9062
Keilor Downs,3038,Brimbank,490,2025,7366.8,-2.6419,,,,,,,,,,,,,,,,,811560.0,597700.0,-0.6781,-0.3902
Keilor East,3033,Moonee Valley,561,2025,6245.9,-1.1451,Outer Western Melbourne,2025-09-30,450,520,623,520,580,768,550,0.2128,-0.6,-0.6857,-0.7143,-0.8,-0.4316,-1.0,1020500.0,720360.0,0.0614,0.7229
Keilor Lodge,3038,Brimbank,23,2025,7366.8,-2.6419,,,,,,,,,,,,,,,,,965160.0,,-0.1345,
Keilor North,3036,Brimbank,22,2025,7366.8,-2.6419,,,,,,,,,,,,,,,,,,,,
Keilor Park,3042,Brimbank,216,2025,7366.8,-2.6419,,,,,,,,,,,,,,,,,820960.0,,-0.6448,
Kensington,3031,Melbourne,1097,2025,17671.9,-3.0,Inner Melbourne,2025-09-30,470,560,850,620,760,945,570,0.6383,0.2,1.4762,0.7143,1.0,0.5,-0.6,1086360.0,520700.0,0.2945,-1.0889
Kew,3101,Boroondara,1335,2025,4447.7,1.256,Inner Eastern Melbourne,2025-09-30,470,575,850,663,850,1300,690,0.6383,0.5,1.4762,1.3286,1.9,2.3684,1.8,2824700.0,845520.0,3.0,1.8586
Kew East,3102,Boroondara,285,2025,4447.7,1.256,,,,,,,,,,,,,,,,,,975800.0,,3.0
Keysborough,3173,Greater Dandenong,1443,2025,10169.3,-3.0,,,,,,,,,,,,,,,,,944040.0,708560.0,-0.2092,0.6158
Kilsyth,3137,Yarra Ranges,513,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,816300.0,709960.0,-0.6613,0.6285
Kilsyth South,3137,Maroondah,74,2025,5643.1,-0.3402,,,,,,,,,,,,,,,,,1142060.0,,0.4916,
Kinglake,3763,Nillumbik,51,2025,2567.5,3.0,,,,,,,,,,,,,,,,,733200.0,,-0.9554,
Kinglake West,3778,Whittlesea,20,2025,5327.2,0.0816,,,,,,,,,,,,,,,,,,,,
Kings Park,3021,Brimbank,313,2025,7366.8,-2.6419,,,,,,,,,,,,,,,,,621700.0,,-1.35,
Kingsbury,3083,Darebin,370,2025,8504.0,-3.0,,,,,,,,,,,,,,,,,842020.0,492800.0,-0.5703,-1.3421
Kingsville,3012,Maribyrnong,188,2025,10545.5,-3.0,,,,,,,,,,,,,,,,,1192000.0,451600.0,0.6683,-1.716
Knoxfield,3180,Knox,327,2025,4872.9,0.6882,,,,,,,,,,,,,,,,,1006700.0,792060.0,0.0125,1.3735
Koo Wee Rup,3981,Cardinia,210,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,683300.0,504260.0,-1.132,-1.2381
Koo Wee Rup North,3891,Cardinia,1,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Kooyong,3144,Stonnington,76,2025,9532.0,-3.0,,,,,,,,,,,,,,,,,,968700.0,,2.9764
Kurunjang,3337,Melton,468,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,535600.0,404800.0,-1.6547,-2.1407
Lalor,3075,Whittlesea,1174,2025,5327.2,0.0816,North Eastern Melbourne,2025-09-30,375,450,501,470,510,590,500,-1.383,-2.0,-1.8476,-1.4286,-1.5,-1.3684,-2.0,707860.0,536800.0,-1.0451,-0.9428
Lang Lang,3984,Cardinia,130,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,708500.0,,-1.0428,
Lang Lang East,3894,Cardinia,,,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Langwarrin,3910,Frankston,806,2025,8866.5,-3.0,,,,,,,,,,,,,,,,,859300.0,602220.0,-0.5091,-0.3492
Langwarrin South,3911,Frankston,39,2025,8866.5,-3.0,,,,,,,,,,,,,,,,,,,,
Launching Place,3139,Yarra Ranges,67,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,703520.0,,-1.0604,
Laverton,3028,Wyndham,646,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,592100.0,546900.0,-1.4548,-0.8512
Laverton North,3026,Wyndham,645,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,,,,
Lilydale,3140,Yarra Ranges,1192,2025,3669.3,2.2954,Outer Eastern Melbourne,2025-09-30,363,500,620,525,600,730,600,-1.6383,-1.0,-0.7143,-0.6429,-0.6,-0.6316,0.0,888900.0,612000.0,-0.4044,-0.2604
Little River,3211,Wyndham,201,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,,,,
Longwarry,3816,Cardinia,162,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,585920.0,467500.0,-1.4766,-1.5717
Lower Plenty,3093,Banyule,99,2025,6137.2,-1.0,,,,,,,,,,,,,,,,,1372500.0,720500.0,1.3071,0.7241
Lynbrook,3975,Casey,552,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,806200.0,,-0.6971,
Lyndhurst,3975,Greater Dandenong,385,2025,10169.3,-3.0,,,,,,,,,,,,,,,,,926160.0,,-0.2725,
Lysterfield,3156,Yarra Ranges,131,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,1365000.0,,1.2806,
Lysterfield South,3156,Casey,29,2025,5486.1,-0.1306,,,,,,,,,,,,,,,,,,,,
Macclesfield,3782,Yarra Ranges,13,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Macleod,3085,Darebin,308,2025,8504.0,-3.0,,,,,,,,,,,,,,,,,1136200.0,757300.0,0.4708,1.0581
Maidstone,3012,Maribyrnong,797,2025,10545.5,-3.0,,,,,,,,,,,,,,,,,861800.0,640700.0,-0.5003,0.0
Main Ridge,3928,Mornington Peninsula,13,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,,,,
Malvern,3144,Stonnington,668,2025,9532.0,-3.0,Southern Melbourne,2025-09-30,450,600,908,790,1000,1400,630,0.2128,1.0,2.0286,3.0,3.0,2.8947,0.6,3151400.0,673000.0,3.0,0.2931
Malvern East,3145,Stonnington,2291,2025,9532.0,-3.0,Southern Melbourne,2025-09-30,480,600,800,650,750,1150,610,0.8511,1.0,1.0,1.1429,0.9,1.5789,0.2,2140020.0,566700.0,3.0,-0.6715
Mambourin,3024,Wyndham,295,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,619200.0,,-1.3589,
Manor Lakes,3024,Wyndham,699,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,645400.0,,-1.2661,
Maribyrnong,3032,Maribyrnong,1893,2025,10545.5,-3.0,,,,,,,,,,,,,,,,,1220200.0,483300.0,0.7681,-1.4283
Maryknoll,3812,Cardinia,9,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Matlock,3723,Yarra Ranges,1,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
McCrae,3938,Mornington Peninsula,171,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,1316000.0,854000.0,1.1072,1.9356
McKinnon,3204,Glen Eira,186,2025,3838.9,2.0689,,,,,,,,,,,,,,,,,1825000.0,825300.0,2.9086,1.6751
McMahons Creek,3799,Yarra Ranges,15,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,,,,
Meadow Heights,3048,Hume,706,2025,6346.4,-1.2793,,,,,,,,,,,,,,,,,622800.0,495100.0,-1.3461,-1.3212
Melbourne,3004,Port Phillip,18456,2025,11004.1,-3.0,Inner Melbourne,2025-09-30,560,735,1050,,,,660,2.5532,3.0,3.0,,,,1.2,,560400.0,,-0.7287
Melbourne Airport,3045,Hume,1047,2025,6346.4,-1.2793,,,,,,,,,,,,,,,,,,,,
Melton,3337,Melton,1603,2025,5388.3,-0.0,Outer Western Melbourne,2025-09-30,350,365,400,375,420,470,450,-1.9149,-3.0,-2.8095,-2.7857,-2.4,-2.0,-3.0,484960.0,381300.0,-1.8339,-2.3539
Melton South,3338,Melton,1035,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,528900.0,389500.0,-1.6784,-2.2795
Melton West,3337,Melton,908,2025,5388.3,-0.0,,,,,,,,,,,,,,,,,539500.0,433400.0,-1.6409,-1.8811
Mentone,3194,Kingston,738,2025,5702.9,-0.4201,Southern Melbourne,2025-09-30,405,550,720,600,750,910,580,-0.7447,0.0,0.2381,0.4286,0.9,0.3158,-0.4,1340400.0,638200.0,1.1935,-0.0227
Menzies Creek,3159,Cardinia,15,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Mernda,3754,Whittlesea,1142,2025,5327.2,0.0816,,,,,,,,,,,,,,,,,713000.0,494100.0,-1.0269,-1.3303
Merricks,3916,Mornington Peninsula,2,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,,,,
Merricks Beach,3926,Mornington Peninsula,5,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,,,,
Merricks North,3926,Mornington Peninsula,28,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,,,,
Mickleham,3064,Hume,1001,2025,6346.4,-1.2793,,,,,,,,,,,,,,,,,678480.0,593800.0,-1.1491,-0.4256
Middle Park,3206,Port Phillip,260,2025,11004.1,-3.0,Inner Melbourne,2025-09-30,450,643,825,760,1150,1400,698,0.2128,1.86,1.2381,2.7143,3.0,2.8947,1.96,2719300.0,1070260.0,3.0,3.0
Mill Park,3082,Whittlesea,1328,2025,5327.2,0.0816,North Eastern Melbourne,2025-09-30,400,450,520,480,530,600,530,-0.8511,-2.0,-1.6667,-1.2857,-1.3,-1.3158,-1.4,797200.0,527520.0,-0.7289,-1.027
Millgrove,3799,Yarra Ranges,57,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,603260.0,,-1.4153,
Mitcham,3132,Whitehorse,795,2025,5032.8,0.4747,Inner Eastern Melbourne,2025-09-30,435,520,650,525,625,745,580,-0.1064,-0.6,-0.4286,-0.6429,-0.35,-0.5526,-0.4,1193600.0,838300.0,0.674,1.7931
Modella,3816,Cardinia,7,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Monbulk,3793,Yarra Ranges,110,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,806600.0,,-0.6956,
Monomeith,3984,Cardinia,7,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Mont Albert,3127,Whitehorse,361,2025,5032.8,0.4747,Inner Eastern Melbourne,2025-09-30,450,570,740,620,800,1100,678,0.2128,0.4,0.4286,0.7143,1.4,1.3158,1.56,2698000.0,813800.0,3.0,1.5708
Mont Albert North,3129,Whitehorse,144,2025,5032.8,0.4747,,,,,,,,,,,,,,,,,1624380.0,1202720.0,2.1985,3.0
Montmorency,3094,Banyule,126,2025,6137.2,-1.0,North Eastern Melbourne,2025-09-30,360,500,620,500,650,813,640,-1.7021,-1.0,-0.7143,-1.0,-0.1,-0.1947,0.8,1158800.0,855160.0,0.5508,1.9461
Montrose,3765,Yarra Ranges,183,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,925800.0,,-0.2738,
Moonee Ponds,3039,Moonee Valley,1383,2025,6245.9,-1.1451,North Western Melbourne,2025-09-30,450,550,730,620,750,995,575,0.2128,0.0,0.3333,0.7143,0.9,0.7632,-0.5,1504060.0,554600.0,1.7727,-0.7813
Moorabbin,3189,Kingston,1216,2025,5702.9,-0.4201,,,,,,,,,,,,,,,,,1259100.0,738000.0,0.9058,0.8829
Moorabbin Airport,3194,Kingston,209,2025,5702.9,-0.4201,,,,,,,,,,,,,,,,,,,,
Moorooduc,3933,Mornington Peninsula,73,2025,5236.7,0.2024,,,,,,,,,,,,,,,,,,,,
Mooroolbark,3138,Yarra Ranges,802,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,863860.0,693700.0,-0.493,0.4809
Mordialloc,3195,Kingston,562,2025,5702.9,-0.4201,Southern Melbourne,2025-09-30,405,550,720,600,750,910,580,-0.7447,0.0,0.2381,0.4286,0.9,0.3158,-0.4,1372000.0,710600.0,1.3054,0.6343
Mornington,3931,Mornington Peninsula,1580,2025,5236.7,0.2024,Mornington Peninsula,2025-09-30,,535,650,533,675,895,695,,-0.3,-0.4286,-0.5286,0.15,0.2368,1.9,1041500.0,773760.0,0.1357,1.2074
Mount Burnett,3781,Cardinia,5,2025,4967.7,0.5616,,,,,,,,,,,,,,,,,,,,
Mount Cottrell,3024,Wyndham,132,2025,5389.9,-0.0021,,,,,,,,,,,,,,,,,593900.0,,-1.4484,
Mount Dandenong,3767,Yarra Ranges,44,2025,3669.3,2.2954,,,,,,,,,,,,,,,,,955000.0,,-0.1704,
